ID,Match,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,Playtime,PER
BALresults/W0IVCOsO.csvGueye M.FER,BALresults/W0IVCOsO.csv,Gueye M.,FER,15,8,1,24:56:00,5,11,4,10,1,1,4,4,13,3,5,5,0,2,0,1,0,24.93333333,18.67640374
BALresults/W0IVCOsO.csvNwabuzor M.SLA,BALresults/W0IVCOsO.csv,Nwabuzor M.,SLA,14,0,3,29:13:00,5,10,3,5,2,5,2,2,-24,0,0,4,0,3,0,0,0,29.21666667,10.42035368
BALresults/W0IVCOsO.csvFofana I.SLA,BALresults/W0IVCOsO.csv,Fofana I.,SLA,10,5,0,28:29:00,5,9,5,7,0,2,0,0,6,4,1,3,3,3,0,0,0,28.48333333,13.78823874
BALresults/W0IVCOsO.csvNurmamade I.FER,BALresults/W0IVCOsO.csv,Nurmamade I.,FER,9,4,4,26:46:00,3,11,3,7,0,4,3,4,18,2,2,1,0,2,0,0,0,26.76666667,6.955965131
BALresults/W0IVCOsO.csvMunguambe A.FER,BALresults/W0IVCOsO.csv,Munguambe A.,FER,8,3,1,23:54,2,5,1,4,1,1,3,4,-2,1,2,3,1,1,0,2,0,23.9,11.64058577
BALresults/W0IVCOsO.csvConde I.SLA,BALresults/W0IVCOsO.csv,Conde I.,SLA,7,5,1,29:07:00,1,6,1,6,0,0,5,6,6,3,2,4,1,2,2,1,0,29.11666667,8.295661133
BALresults/W0IVCOsO.csvMara M.SLA,BALresults/W0IVCOsO.csv,Mara M.,SLA,7,2,0,20:37,3,11,2,5,1,6,0,0,-10,1,1,4,0,0,0,0,0,20.61666667,-0.913435732
BALresults/W0IVCOsO.csvChirombe C.FER,BALresults/W0IVCOsO.csv,Chirombe C.,FER,4,3,1,20:38,2,3,2,3,0,0,0,0,7,1,2,0,0,1,0,1,0,20.63333333,8.821357027
BALresults/W0IVCOsO.csvSidibe B.FER,BALresults/W0IVCOsO.csv,Sidibe B.,FER,4,6,1,21:18,2,6,2,6,0,0,0,2,7,3,3,5,1,3,2,1,0,21.3,2.627323944
BALresults/W0IVCOsO.csvMbiya P.FER,BALresults/W0IVCOsO.csv,Mbiya P.,FER,2,1,0,4:09,1,3,1,3,0,0,0,0,-9,0,1,1,0,1,1,0,0,4.15,-2.323855422
BALresults/W0IVCOsO.csvBah A.SLA,BALresults/W0IVCOsO.csv,Bah A.,SLA,0,2,1,4:40,0,0,0,0,0,0,0,0,-5,0,2,1,0,0,0,0,0,4.666666667,10.05364286
BALresults/W0IVCOsO.csvDoumbouya I.SLA,BALresults/W0IVCOsO.csv,Doumbouya I.,SLA,0,1,0,6:05,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,6.083333333,-0.405534247
BALresults/W0IVCOsO.csvHouana E.FER,BALresults/W0IVCOsO.csv,Houana E.,FER,0,0,1,4:25,0,0,0,0,0,0,0,0,-4,0,0,0,0,1,0,0,0,4.416666667,-4.351698113
BALresults/W0IVCOsO.csvMabil M.SLA,BALresults/W0IVCOsO.csv,Mabil M.,SLA,0,0,0,2:49,0,1,0,0,0,1,0,0,-5,0,0,1,0,1,0,0,0,2.816666667,-39.14591716
BALresults/YRcT49qm.csvEzeh V.KWA,BALresults/YRcT49qm.csv,Ezeh V.,KWA,22,2,1,29:57:00,9,19,7,11,2,8,2,4,-7,1,1,0,1,0,0,2,0,29.95,22.73065109
BALresults/YRcT49qm.csvThomas I.USM,BALresults/YRcT49qm.csv,Thomas I.,USM,22,5,1,25:23:00,8,15,5,9,3,6,3,5,0,4,1,4,1,3,0,1,0,25.38333333,27.50734077
BALresults/YRcT49qm.csvMonyyong R.KWA,BALresults/YRcT49qm.csv,Monyyong R.,KWA,17,6,2,30:27:00,5,9,4,6,1,3,6,9,-4,2,4,4,0,1,1,0,0,30.45,21.95412151
BALresults/YRcT49qm.csvMarnaoui O.USM,BALresults/YRcT49qm.csv,Marnaoui O.,USM,15,2,3,25:18:00,5,8,1,1,4,7,1,2,17,0,2,1,1,1,2,0,0,25.3,29.26533597
BALresults/YRcT49qm.csvRandle J.USM,BALresults/YRcT49qm.csv,Randle J.,USM,13,2,9,29:23:00,4,10,2,5,2,5,3,4,-1,1,1,0,0,1,0,1,0,29.38333333,21.93593874
BALresults/YRcT49qm.csvSlimane R.USM,BALresults/YRcT49qm.csv,Slimane R.,USM,11,3,2,27:29:00,3,11,2,6,1,5,4,4,13,1,2,0,0,0,0,1,0,27.48333333,11.69090358
BALresults/YRcT49qm.csvAdekoya J.KWA,BALresults/YRcT49qm.csv,Adekoya J.,KWA,9,2,2,17:53,3,7,0,0,3,7,0,0,0,0,2,2,0,2,0,0,0,17.88333333,11.90309413
BALresults/YRcT49qm.csvLahyani F.USM,BALresults/YRcT49qm.csv,Lahyani F.,USM,9,12,8,28:16:00,4,8,4,7,0,1,1,3,9,2,10,1,2,3,1,0,0,28.26666667,23.50924528
BALresults/YRcT49qm.csvMordi J.KWA,BALresults/YRcT49qm.csv,Mordi J.,KWA,7,6,5,22:18,3,6,2,4,1,2,0,0,-2,1,5,4,0,2,0,0,0,22.3,13.52183857
BALresults/YRcT49qm.csvConteh S.KWA,BALresults/YRcT49qm.csv,Conteh S.,KWA,6,2,3,15:53,2,8,1,4,1,4,1,3,-4,2,0,0,0,0,0,0,0,15.88333333,11.17592865
BALresults/YRcT49qm.csvOriakhi M.KWA,BALresults/YRcT49qm.csv,Oriakhi M.,KWA,6,1,1,10:33,2,4,1,2,1,2,1,2,-3,0,1,1,1,0,0,0,0,10.55,24.46047393
BALresults/YRcT49qm.csvThiam M.KWA,BALresults/YRcT49qm.csv,Thiam M.,KWA,6,1,0,13:29,1,2,1,1,0,1,4,4,-2,0,1,5,0,4,0,0,0,13.48333333,-3.904894932
BALresults/YRcT49qm.csvBouallegue A.USM,BALresults/YRcT49qm.csv,Bouallegue A.,USM,5,2,3,19:08,2,3,1,1,1,2,0,0,4,0,2,3,0,2,0,0,0,19.13333333,8.284808362
BALresults/YRcT49qm.csvGhayaza M.USM,BALresults/YRcT49qm.csv,Ghayaza M.,USM,5,7,4,20:29,2,4,2,3,0,1,1,2,15,3,4,2,0,1,0,0,0,20.48333333,16.94328723
BALresults/YRcT49qm.csvAddami A.USM,BALresults/YRcT49qm.csv,Addami A.,USM,2,1,0,3:58,1,2,1,1,0,1,0,0,-2,0,1,0,0,0,0,0,0,3.966666667,15.48579832
BALresults/YRcT49qm.csvKolawole M. A.KWA,BALresults/YRcT49qm.csv,Kolawole M. A.,KWA,2,0,1,16:48,1,6,1,6,0,0,0,0,-11,0,0,1,0,0,0,0,0,16.8,-5.508154762
BALresults/YRcT49qm.csvMahemli H.USM,BALresults/YRcT49qm.csv,Mahemli H.,USM,2,0,0,3:58,1,1,1,1,0,0,0,0,-2,0,0,1,0,1,0,0,0,3.966666667,3.74092437
BALresults/YRcT49qm.csvChouaya L.USM,BALresults/YRcT49qm.csv,Chouaya L.,USM,1,0,0,8:23,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,8.383333333,-0.90584493
BALresults/YRcT49qm.csvAbass C.USM,BALresults/YRcT49qm.csv,Abass C.,USM,0,1,0,0:41,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0.683333333,21.52243902
BALresults/YRcT49qm.csvAkpejiori A.KWA,BALresults/YRcT49qm.csv,Akpejiori A.,KWA,0,2,1,4:46,0,2,0,2,0,0,0,0,3,1,1,0,1,0,1,0,0,4.766666667,21.66734266
BALresults/YRcT49qm.csvAnthony W. J.KWA,BALresults/YRcT49qm.csv,Anthony W. J.,KWA,0,2,2,5:31,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,5.516666667,-2.083323263
BALresults/YRcT49qm.csvBraiek O.USM,BALresults/YRcT49qm.csv,Braiek O.,USM,0,0,0,0:41,0,1,0,1,0,0,0,0,-2,0,0,1,1,0,0,0,0,0.683333333,-3.610243902
BALresults/YRcT49qm.csvChennoufi Z.USM,BALresults/YRcT49qm.csv,Chennoufi Z.,USM,0,3,2,6:53,0,2,0,0,0,2,0,0,0,1,2,2,0,1,0,0,0,6.883333333,-4.164697337
BALresults/YRcT49qm.csvKareem A.KWA,BALresults/YRcT49qm.csv,Kareem A.,KWA,0,0,1,12:14,0,1,0,1,0,0,0,0,-10,0,0,1,0,1,1,1,0,12.23333333,-2.974986376
BALresults/YRcT49qm.csvMohammed V.KWA,BALresults/YRcT49qm.csv,Mohammed V.,KWA,0,2,0,14:38,0,0,0,0,0,0,0,0,-9,1,1,1,1,0,0,0,0,14.63333333,6.192710706
BALresults/YRcT49qm.csvNyemeck K.KWA,BALresults/YRcT49qm.csv,Nyemeck K.,KWA,0,4,0,5:33,0,0,0,0,0,0,0,0,-1,2,2,1,1,1,0,0,0,5.55,16.32792793
BALresults/ziIhBB6J.csvBerthe S.STA,BALresults/ziIhBB6J.csv,Berthe S.,STA,34,4,3,34:58:00,12,23,7,9,5,14,5,6,1,1,3,3,3,3,0,2,0,34.96666667,34.56346044
BALresults/ziIhBB6J.csvRandle J.USM,BALresults/ziIhBB6J.csv,Randle J.,USM,18,4,7,34:22:00,6,12,6,9,0,3,6,6,8,0,4,1,2,5,0,0,0,34.36666667,19.9056838
BALresults/ziIhBB6J.csvDiarra A.STA,BALresults/ziIhBB6J.csv,Diarra A.,STA,14,14,0,26:39:00,7,14,7,14,0,0,0,6,2,7,7,0,0,0,0,0,0,26.65,21.90517824
BALresults/ziIhBB6J.csvMarnaoui O.USM,BALresults/ziIhBB6J.csv,Marnaoui O.,USM,12,2,1,21:14,3,8,1,3,2,5,4,8,8,1,1,2,0,2,2,0,0,21.23333333,13.99318681
BALresults/ziIhBB6J.csvThomas I.USM,BALresults/ziIhBB6J.csv,Thomas I.,USM,11,10,0,22:16,3,12,2,6,1,6,4,4,-3,3,7,4,0,2,0,0,0,22.26666667,8.451467066
BALresults/ziIhBB6J.csvLahyani F.USM,BALresults/ziIhBB6J.csv,Lahyani F.,USM,9,1,0,14:31,4,6,4,4,0,2,1,1,7,0,1,4,1,0,0,0,0,14.51666667,21.49343284
BALresults/ziIhBB6J.csvGhayaza M.USM,BALresults/ziIhBB6J.csv,Ghayaza M.,USM,8,7,0,24:44:00,4,4,4,4,0,0,0,0,9,0,7,0,2,2,2,0,0,24.73333333,21.22516173
BALresults/ziIhBB6J.csvAddami A.USM,BALresults/ziIhBB6J.csv,Addami A.,USM,7,1,1,12:03,3,5,2,4,1,1,0,0,1,0,1,4,1,2,0,0,0,12.05,13.10356846
BALresults/ziIhBB6J.csvSlimane R.USM,BALresults/ziIhBB6J.csv,Slimane R.,USM,7,8,1,27:49:00,2,5,1,2,1,3,2,2,9,2,6,2,0,0,0,0,0,27.81666667,13.18087478
BALresults/ziIhBB6J.csvBrigeforth B.STA,BALresults/ziIhBB6J.csv,Brigeforth B.,STA,5,3,1,15:30,2,2,2,2,0,0,1,2,-14,2,1,2,1,0,0,0,0,15.5,22.31529032
BALresults/ziIhBB6J.csvWilkins J. W.STA,BALresults/ziIhBB6J.csv,Wilkins J. W.,STA,4,1,3,23:41,2,7,2,3,0,4,0,0,4,0,1,0,0,2,0,0,0,23.68333333,-0.556762843
BALresults/ziIhBB6J.csvChouaya L.USM,BALresults/ziIhBB6J.csv,Chouaya L.,USM,3,1,1,15:30,1,2,0,0,1,2,0,0,7,0,1,0,2,3,0,0,0,15.5,6.062193548
BALresults/ziIhBB6J.csvKeita M.STA,BALresults/ziIhBB6J.csv,Keita M.,STA,3,5,3,21:08,0,6,0,5,0,1,3,3,3,1,4,2,0,3,0,0,0,21.13333333,-4.192192429
BALresults/ziIhBB6J.csvAmayo K.STA,BALresults/ziIhBB6J.csv,Amayo K.,STA,2,1,2,14:42,1,3,1,2,0,1,0,0,-12,0,1,1,0,3,0,0,0,14.7,-5.937006803
BALresults/ziIhBB6J.csvBouallegue A.USM,BALresults/ziIhBB6J.csv,Bouallegue A.,USM,2,6,2,21:53,1,2,1,1,0,1,0,0,2,0,6,2,1,4,0,0,0,21.88333333,0.378233054
BALresults/ziIhBB6J.csvChinyelu R.STA,BALresults/ziIhBB6J.csv,Chinyelu R.,STA,2,2,0,11:59,1,4,1,4,0,0,0,0,-16,1,1,4,0,0,0,1,0,11.98333333,-3.876968011
BALresults/ziIhBB6J.csvKeita M.STA,BALresults/ziIhBB6J.csv,Keita M.,STA,2,1,1,22:17,1,9,1,4,0,5,0,0,-4,0,1,3,2,1,0,1,0,21.13333333,-4.192192429
BALresults/ziIhBB6J.csvTraore N.STA,BALresults/ziIhBB6J.csv,Traore N.,STA,2,0,0,4:34,1,2,1,1,0,1,0,0,-3,0,0,1,0,0,0,0,0,4.566666667,6.469927007
BALresults/ziIhBB6J.csvMahemli H.USM,BALresults/ziIhBB6J.csv,Mahemli H.,USM,1,0,1,5:38,0,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,5.633333333,3.948106509
BALresults/ziIhBB6J.csvBagayoko O.STA,BALresults/ziIhBB6J.csv,Bagayoko O.,STA,0,0,1,11:18,0,6,0,2,0,4,0,0,-4,0,0,0,0,0,0,0,0,11.3,-17.7400885
BALresults/ziIhBB6J.csvKonate T.STA,BALresults/ziIhBB6J.csv,Konate T.,STA,0,1,1,11:03,0,3,0,2,0,1,0,0,-11,1,0,2,0,2,0,0,0,11.05,-16.81855204
BALresults/ziIhBB6J.csvPare M.STA,BALresults/ziIhBB6J.csv,Pare M.,STA,0,1,0,2:11,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,2.183333333,6.736030534
